text,label
tavsiyem tane ortalama pc parçası var mesela tanesini seç onu herhangi online alışveriş sitesinde arattır yanda filtreleme seçeneklerinde bir sürü seçenek oluyor onlar ne işe yarar diye araştır,0
steam dosyalarını tamir etmeyi dene knk,0
nasıl yapacağım hiçbir fikrim yok,0
dostlar merak ediyorum büyük oyun şirketleri var örneğin tencent mesela bu herifler pubg yi ue ile kodlamiş ve istese aynı anda pubg nin buildini cross platform olarak alabilir ama adam pc pubg için ayrı uğraşıyor mobil pubg için ayrı ugrasiyor amaç ne tam olarak,0
android studio ile ilgili bir sorunum var yardımcı olabilecek var mı uygulama sdk sını yaptım sıkıntı yok yalnız apk yı lwl sdk da test edince sorunsuz çalışıyor fakat lwl ve üstünde çalışmıyor android exported true yapıyorum fakat bir türlü olmadı sizlerden fikir alayım dedim belki bu sorunu yaşayan olmuştur,0
mute d düzgün bir iş ilanı ver,0
fullprogramindirde orjinali varken neden para veriyim,0
win bile crackli kullanıyoruz nesil ile,0
reis şu an bilgisayar programcılı okuyacağım ordan dgs ile kazanırım zaten o asamada kendimi gelistirmek istiyorum bir yandan oyun bilgisayari olmali laptop cabuk bozuluyor ve oynanmaz ekrani gidiyor,0
error un şekli varmı,0
herkese iyi geceler pythonda tkinter kodu yazdım ve url girip bs ile veri cekmek istiyorum ama veriyi cekemiyorum nasıl yapıcam,0
c programdata directxplayer klasörü içine directxrunnable exe ve directxreplacer exe dosyaları oluşturuyor görev yöneticisin de görünmüyor process lasso programıyla görebildim,0
güvenmediğin programları sandbox ta çalıştırabilirsin ben linux teyim ve bir sürü oyunu sandbox ta çalıştırdım windows içinde sandboxie plus gibi çözümler var,0
c ml net te automl var belki işini görür,0
gitpython modülünü kullanırken github access token i nasıl kullanabilirim,0
pdf olarak bulmak istiyorum çok pahalı,0
dm atabilir miyim visey soracam gruba pek sorulcak gibi degil,0
arkadaşlar merhaba masaüstü bilgisayara jack girişli hoparlör bağladım ama ses bir türlü alamadım bana bu konuda yardımcı olabilirmisiniz uzaktan bağlantıyla bana yardımcı olabilecek var mı,0
lenovo nun gitmiyor,0
arkadaşlar ben geniş kapsamlı bi c yazılım kursunu bitirdim sayılır kurs içerisinde aynı zamanda biraz sql de var sorum şu bu kurs bittikten sonra nasıl bi yol izlemeliyim c proje örnekleriyle alakalı bi kurs daha aldım o projeleri yapmayı düşünüyorum buna ek olarak bi öneriniz var mı nasıl bi yol izlemeliyim,0
köylerde gezerken inek dışkılarından yeni yapılmış buram buram kokan tezeklerin yanında elimde simit yiyerek dolaşıyorum bütün yakın arkadaşlarım burada yedi yıldır aynı telefonu kullanıyorum blackberry satsanız lira etmez ama bir hafta sarjım dayanıyor üstelik istediğim her yeri rahatça arayıp bütün sosyal medya hesaplarıma bakıp maillerime cevap verip kaybolduğumda navigasyonuyla yolumu bulabiliyorum her ortamda da masanın üstüne çekinmeden koyuyorum böyle bir fotoğraf paylaştığımdan dolayı benim ne maaşım ne yetkilerim ne mevkiim ne de insanların bana olan saygısı sevgisi azalmıyor aynı şekilde yıldır aynı telefonu kullandığım için de hiç kimse beni küçük görmüyor oysa avrupa birliği ülkelerinde görev yapan türk kalkınma uzmanından birisiyim günlük ortalama milyon lira cirosu olan bir gemi ikmal limanının proje sahibiyim sadece geçtiğimiz yıl ülke ekonomisine milyar dolar para kazandıran bir ekibin masa başındaki ismiyim yine bir telefonumla milyar dolarlık gemilerin güvenerek geldiği sayılı isimlerden birisiyim ayrıca turizm veya kırsal alanda yapılacak her projeye milyon liralık hibe desteği sağlayan imzaya sahibim işte insanlar buna bakıyorlar sizin mevkinize beyninize ve kariyerinize bakıyorlar telefonunuza veya yediğinize içtiğinize değil anlatabildim mi bakın bugün bin liraya iki tane yabancı dil kursuna gidip burada ab bünyesinde kokartlı rehber olabiliyorsunuz aldığınız maaş ise tam bin lira sonra turizm bakanlığına geçerseniz eğer aldığınız bu maaşı da katlıyorsunuz yani kafanızı çalıştırırsanız bugün bir ıphone parasına geleceğiniz kurtuluyor arkadaşlar size yemin ediyorum buraya samsung u ıphone u üreten adamlar geliyorlar ve ellerinde halen senelik telefonlarla konuşuyorlar fakat devamlı ellerinde kitap var ve okuyorlar kendilerini geliştiriyorlar bir kere bile odalarında bir dizi veya aptal yarışmalar seyrettiklerini görmedim telefonları sadece çaldığı zaman çantalarından çıkartıyorlar çünkü hayatı gerçekten gezerek eğlenerek sosyal bir şekilde yaşıyorlar magazin manyaklarının takıldığı ınstagram da veya sanal alemlerde değil abartmıyorum volvo nun yeni modellerini yapan mühendis bile halen sene önce yaptığı arabaya biniyor neden yeni yaptığınızı kullanmıyorsunuz diye sorduğumda çünkü ihtiyacım yok diyor düşünsenize ne kadar eski araba kullanıyor olsa da işte bu adam volvo nun mühendisi diyorlar o kadar ve işte insanlar da buna bakıyor arkadaşlar geriye kalan benim telefonumun modeliymiş ayakkabımın markasıymış nerede kiminle ne yediğimmiş yemin ediyorum kimsenin umrunda bile değil arkadaşlar çünkü bunlarla adam yerine konulmuş olmuyorsunuz umarım az da olsa bir şeyler anlamışsınızdır da geleceğinizi düşünüp ailelerinize acı çektirmezsiniz,0
windows form ile bi otomasyon programı yazmam gerek c ne kadar bilemem gerekiyor,0
notpad çalışmıyor bilgisayarınıza uygun bir sürüm bulmak için yazılım yayımcısıyla iletişim kurun yazısı çıkıyor windows bit kullanıyorum yardım edebilir misiniz,0
yardımcı olabilecek varmı,0
yazdığım python kodunu uygulamaya nasıl dönüştürebilirim bilgisi olan var mı,0
ekran olmalı,0
c diline çalışacağım ama youtubeden hangi kanalı izlememi önerirsiniz,0
exceldde istenilen formulizasyonu tutarlı yazabilen bir ai var mı,0
okul dersi için murat yücedağ sadi evren şeker ve yazılım bilminden ilerlemiştim gayet iyi,0
anladim yani gitmek için diploma sartı falan yok değil mi,0
ankara güzel derler öyle mi,0
küçük kardeşim hazır script bulmuştu sitesi aşırı yavaştı tek sorun pagination eklememesi olup veritabanından aşırı fazla veri çekmesiydi mesela pagination ekleyince sorun çözüldü optimize edilmiş oldu,0
ne cevap ne soru düzgün ne kadar bilinmesi gerektiği projeye bağlıdır,0
laptopun üstünde yumurta pisirirsin,0
boyle lise olduda bizmi okumadık,0
rusca biliyormusun,0
arkadaşlar selam yıl mezuna kaldım ama yığılmalardan dolayı daha kötü oldu her yıl yarın da yks sonucu açıklanabilir tekrar mezuna kalamam psikolojim kaldıramaz artık bir de şuan istanbul dışına çıkmak istemiyorum bazı sebeplerden dolayı yazılım mühendisliği okumak istiyorum istanbulda en kötü üniversite olsa bile ama sınav sonucu çok kötü de gelebilir yani yazılıma sıralamam yetmeyebilir en kötü ihtimali düşünmeye çalışıyorum eğer yazılıma yetmezse sıralamam matematik okumayı düşünüyorum ama hayalim yazılım diyelimki yazılım olmadı matematik oldu istanbulda ne yapmam lazım yazılım için kendi kendime mi öğrenebilir miyim bir de ingilizce hazırlık durumu var ingilizcem biraz iyi yabancılarla falan konuşuyorum geliştirmek için hazırlık okumaya gerek var mı önemli mi yani yol gösterirseniz sevinirim teşekkürler,0
pytorch ile ilgilenen var mı,0
flutter da uygulamamın apk sını aldıktan sonra kodda biraz değişiklik yaptım bu güncellemeyi apk nın alması için ne yapabilirim uygulamam herhangi bir mağazada yüklü değil arkadaşıma apk dosyasını attım arkadaşımın kendi telefonunda yer alan apk sına güncellemeyi nasıl gönderebilirim mobil uygulama yapma konusunda henüz yeniyim ilk kez apk alıyorum bilen a yardımcı olabilir mi,0
hatayi anlayan var mi,0
merhaba zcode uzantılı dosya var tabletten açabilmek için hangi uygulamayi indirmek gerek bilen var mı,0
bence yurt dışında ve içinde özellikle dışında bir belge olmalı göstermelik de olsa yabancı adam nerden bilecek harran üniversitesi ile odtü nün farkını sadece üniversite okuduğunu göstermesi çok daha iyi olabiilir,0
peki bir yandan da çalışabilir miyim bu alanda bilgisayar programcılığı okurken bir de bilgisayar programcılığı ve yazılım mühendisliği arasında büyük fark varmı,0
hostinger sitesi üzerinden site satın almış olan var mı,0
ben dua ediyorum kiminin parası kiminin duası allah yardımcın olsun,0
arkadaşlar merhaba diploma olmadan elimde sadece bilgisayar programcılığı yıllık diploma ile yazılım kurslarına giderek kendimi geliştirsem iş bulabilir miyim yıllık diplomam yeterli olur mu sizce,0
excel oluşturan bir yapay zeka var gibi hatırlıyorum akşam notlarıma bakınca tekrar yazayım,0
flood yapmandan hoşlanmadım dakika süreyle susturuldu,0
tamam sorun yok direk sitenin linkini verebilirim sorunu daha iyi göstermek için,0
sınavlara girmedim o yüzden,0
merhaba bilişim sistemleri ve teknoloji bölümünü tercih etmeyi düşünüyorum bu bölüm hakkında görüşlerinizi almak isterim iş imkanı olarak bölüm avantajı olarak ayrıca bölümde biraz teknoloji yönüne ağırlık vereceğim bölüm içerisinde yazılım kısmı açıkçası yani durumum bu şekilde yardımcı olursanız sevinirim şimdiden teşekkürler,0
bat pyye dönüştürme biliyonuzmu,0
hacettepe yazılım mühendisliği okuyan var mı,0
dk herkes dinleyebilir mi,0
telegramda birisi tarafından dolandırıldımda yardımcı olabilecek varmi,0
report hesap çalma isteği,0
giyim magzasi benzeri bir web site,0
istanbul da yaşayan yüz yüze görüşebileceğim yazılımcı var mı,0
ozele gelip anlatabilir misin,0
normalde geliyordu sahibi varmış şarjını dolduruyor,0
ban ay çen hesap mi çaldircan uza,0
low iq moment,0
yol haritası için dedim yapacak birini bulamıyorsan mecbur konuyu öğrenip kendin yapacaksın,0
siteyi optimizasyonda bilen birine yaptırsan daha mantıklı değil mi,0
aradan baktım ve yorumlarda dahil algoritma tasarım derslerinin temel seviyede olmadığını söylüyor,0
ingilizce bilgin güzel olsun algoritma ile başlayabilirsin sonra bir alan seçip o alanla ilgili bir programlama dili seçip bir yazılım dili öğrenme aşamasına geçebilirsin kardeşim,0
herkese merhaba saglam bir yazılımcı arıyorum bütçem var iş smm panel ana bayi olmak istiyorum işleyiş bilmiyorum bilen kompile yapabicek yazılımcı arıyorum bildiğim kdriyla bir havuz var havuzun içinde ınstagram hesabı tıktık hesabı face hesabı dolu bin milyon adet ne kdr sa ordan bot ile yonlendirilme yapiliyor müşteri takipçi istediğinde otamatik gidiyor daha önce smm lanelim vardı sattım şimdi direk ana bayi ben olmak istiyorum çok yüklü olmasa da havuzda bin hesap olsa yine yeterli herkese kolay gelsin,0
bir zamanlar polisliği sevdiren diziydi,0
kişi nasıl geçiniyor sunuz,0
merhaba ben bir oyun config yapmak istiyorum sizce bunu nasıl yapabilirim bu işlem nasıl işliyor acaba yardımcı olursanız gerçekten çok sevinirim,0
merhabalar internet üzerinden verilen bir tool var hani github da oluyor ya ben bunu nasıl kullanabilirim verilen kodları nereye yazmalıyım yeni başlıyorum böyle şeylere,0
şimdi unity ile bi oyun yazsak lisansını falan çıkartsak unity e para mı ödememiz gerekiyor,0
hocasi kim,0
arkaddlr en acilinden php developer,0
gmail hesabı satılır,0
grafik tasarım gurubu mu burası,0
bide bana atarmısın dosyayı hocam bende kendimde deneyeyim,0
oyunlar için yazılan hile kodları mesela wallhack aimbot gibi hangi dile giriyor ve bunları önlemek için yapılan guardlar hangi dile giriyor bileniniz var mı,0
peki bir newbie sorusu daha formda form as p kullanirsam form calisiyor ama benim label gibi özelliklere müdahele edebilmem gerekiyor sizler bu durumda ne yapiyorsunuz,0
elinde server cihazı olan var mı,0
yardimci olabilecek varsa cok sevinirim web sitem aniden durduk yere hata aliyorum onune w x com yaptigim zaman web sitem calisyor ama x com yaptigim zaman siteye girmiyor siyah ekran ve guvenli degil uyarisi aliyorum cpanelden ssl tls guncelleme yaptim nameserver yonlendirmesi dogru chatgbt dnsde oldugun soyluyor cozemedim yardim edebilecek varmi kisada olsa,0
rica ederim bu arada firefox tarayıcı da iseniz sayfadayken ctrl f yaptığınızda o sayfayı cache siz yüklüyor,0
iphone denedin mi,0
python yolov nameerror hatasını bilen var mı,0
bir sürü ıvır zıvır,0
biri batch dili biri python,0
mesela microframework var,0
batch programı termux çalışirmi,0
hatta acikogretim bile oluyor diyolar iki yollik ordan oku sonra dgs ye gir hak varmis,0
merhaba yaml merede ogrenebilirim,0
merhaba python mi mi kullanmalıyım,0
direkt dosyaya tıkladım excel ile ac dedim,0
hazırlayım da kodları uzun biraz,0
öğrenmek için gayet yeterli,0
büşra excel konusunda malesef yardımcı olamayacağım yapay zeka yokmuş sanırım bulamadım,0
merhabalar sanal kart kullanan var mı bu kartlar nasıl oluyor,0
ne bard ın ne de chatgpt nin apisi bedava değil huggingface te dil modelleri var ama aşırı fazla ram istiyorlar ve kim bilir ne kadar halüsilasyon yapıyolardır,0
canım onu yapmakta ne var şuan telegram botlarıda ypıyor küfürüde algılıyolar türkçe harici kelimeyi algılayanda var kimi gruplarda admine bile gerek yok,0
herkese iyi günler arkadaslar chromeye uygun chromedriver surucusunu bulamıyorum sitede napmam gerek,0
iyi günler assembly bilen varmı,0
arkadaşlar merhaba bi sorunum var yardimci olabilir misiniz,0
stm de lora ile çalışan var mı,0
daha önce ethereum remix den hiç token yapan var mı,0
merhaba arkadaşlar mbus protokolü hakkında bilgi sahibi olan kimse var mı,0
tableau bilen var mi,0
birisine çalışan herkes patronun kölesi olur,0
klsflksflks ne öğretiyorlar gerçekten bu bölümlerde hani programcı olunca ne oluyor mühendis olunca ne oluyor ekstra ne biliyor böyle çok dahi gibi her şeyi plan mı ediyor hesaplıyor mu d,0
bişi anlamadım ama sha ile hashlıyor ise doğrudur,0
orandan kastettikleri şey nedir zerre bilmiyorum ancak eğer iddiaları hash değerinden oranı buluyoruz decode ediyoruz diyorlarsa bende zaten seedleri biliyorsun diyorum decode ettiğin falan yok zaten değerleri biliyorsun diyorum,0
google adsense destek ekibi ile iletişime nasıl geçeceğim,0
merhaba adminlerin önerdiği biri varmı acaba bi eklenti yazılımı yazdıracağım da,0
pyodbc kütüphanesine bakabilirsin,0
selamlar python kullanmaya başladım ama bir hata alıyorum değişken oluştururken isareti hata veriyo çözümü varmıdır,0
yeni mi keşfettin,0
herkeze iyi günler ben yaşımdayım topkapı okulu makina mekatronik bölümüne kayıt oldum geleceği varmıdır bu bölümün python biliyorum demek yalan olur fakat turtle modülünü iyi kullanabiliyorum çok matematik gerektirimi bu bölüm,0
kardeşim herşey kendini geliştirmene bağlı teknolojiyle ilgilen her bölümün geleceği vardır ana en önemli olan kendini geliştirmen bir yasa iki dil öğrenmek bölümünle alakalı geliştirip proje yap sürekli asla pes etme,0
merhaba bana ulaşın,0
bilsem yardımcı olurum ama gram phyton bilgim yok en mantıklısı googleye yaz illaki vardır çözümü,0
pythonda,0
hocam biosu cok yetersiz bu hp nin hic bir sey yok bombos artik bilgisayar bozuk diye düşünüyorum,0
mathpix ile okuta bilirsiniz,0
stackowerflow a baktınız mı,0
web için udemyden tavsiye edeceğiniz bi hoca var mı peki,0
hem frontend hem de backend için,0
ondan degilmis ya saattir hataya bakıyorum buyuk yazmamisim bir sehi,0
online lisans net vardı,0
time,0
knk aşırı yoğunum kb bugün btk nin da diyarbakırda python eğitimi de vardi,0
tüm servisler güncellendi bakımlar tamamlandı yükleme yaptıktan sonra onay kodu alışverişi yapabilirsiniz her platformlarda sms onay işlemi yapılır ödeme bildirimi yapmayı unutmayınız,0
how to spot a jew,0
few shot prompting ile text classification yaparken bazen hatalı sonuçlar alabilirsiniz çünkü modelin sadece birkaç örneği görmesi ve bu örnekler üzerinden genel bir kural çıkarması beklenir eğer bu yöntemle hatalı sonuçlar alıyorsanız aşağıdaki seçenekleri düşünebilirsiniz zero shot prompting burada model herhangi bir örnek verilmeden bir taskı çözmeye çalışır zero shot prompting genellikle daha karmaşık ve belirsiz görevler için kullanılır many shot prompting bu yöntemde model birçok örneği görür ve bu sayede daha karmaşık ve belirsiz görevleri çözebilir many shot prompting genellikle daha karmaşık ve belirsiz görevler için kullanılır prompt engineering bu modelin bir görevi çözmesine yardımcı olmak için kullanılan bir dizi tekniktir prompt engineering modelin bir görevi çözmesine yardımcı olmak için kullanılan bir dizi tekniktir promptları daha açıklayıcı hale getirmek belirli bir formatı takip etmeye zorlamak veya daha fazla bağlam sağlamak gibi teknikler kullanılabilir active learning modelin yanlış sınıflandırmalarını düzeltmek için gerçek verilerle geri bildirim sağlayarak modelin öğrenmesini iteratif bir süreç haline getirebilirsiniz fine tuning modeli belirli bir görev için özel olarak eğitmek için kullanılır bu modelin belirli bir görevi daha iyi anlamasına yardımcı olabilir bu yöntemlerin hangisinin en uygun olduğunu belirlemek için belirli bir görevin gereksinimlerini ve modelin hangi alanlarda hatalı sınıflandırmalar yaptığını anlamak önemlidir,0
destekten yaz gelmesi gerekiyor,0
lokalda çalisiyordum yanlisla pc fişi çektim,0
yedegi vardi sorun degil allahtan,0
kendim bir e ticaret yazılım firmasında php developer olarak çalışıyorum yardım ihtiyacın olursa özelden yazarsın,0
nginx ile phpmailer kullanırken baya bi sorun yaşamıştım kaç gün uğraştım sonunda kaldırdım bir dahada kullanacağımı sanmıyorum henüz apache ile bir sorun yaşamadım,0
e ticaret sitesi mi,0
iyi geceler herkese bilgisayar programcılığı için hangi üniversiteyi önerirsiniz aöf ata aöf auzef,0
çocuklara matematik analtıcam programlama emeğede gerek yok bu konuda canını sıkma,0
çocuklarda karşılığında dilbilgisi anlatır umarım,0
ne kadar yardımsever,0
bir şey diyeceğim bu leetcode de pratik yapın diyolar da çok zor değil mi kolay seviyeleri bile,0
ama mobil lolde max gorebiliyorum sebebi nedir,0
hz özelliğini açtınmı,0
python da geliştiriyorum kendimi,0
realme c,0
kali linux programı ne,0
bilmiyor um ama python gibi,0
bu bir işletim sistemi python gibi değil,0
thena senin için os ne açıklasın,0
arkadslar cpu çalışma süresi kusur saat diyo,0
arkadaşlar günaydın staj için sunum yapacağım elinde hazır olan var mı,0
mobile linux inderemezsin,0
host bulsana bi tane,0
xda dev değilsen zor,0
can deger linux web yaz,0
defender yüklüyorum,0
birisi uzakdan baglansin,0
mobile legends mi,0
facebook da bi anket var ona oy atabiliyor muyuz,0
telefonun güçsüzdur,0
python flask öğrenmek için öneriniz var mı,0
müşterimi çalma,0
githubta public projelerin kodlarını okuyup takıldığınız anlamadığınız kod bloglarını yapay zekaya sorunuz,0
nerde kaldi benim vds,0
lcw deki maymun figürünün anlamı ne,0
node localstroge kullanırken getıtem ın içine değisken koyamıyorum util format ve de işe yaramadi bilen varsa söyleyebilir mi,0
veriyi istedigim türe cevirip kendi bilgisayarimda depolamak,0
beyler güvenlik kamerası kayıt cihazından alınan,0
chromium ve firefox vs önlemini çok katı bir şekilde aldı bu tür durumların,0
hangi araclari kullanmam gerekiyor domain alip site acmam gerekmi birde,0
thena türkiye ab üyelik süreci ne zaman başladıydı yiğidom,0
rapor gönderildi,0
typscript için daha kolay yazılmış yukarda ama,0
bu sorunu nasıl çözebilirim,0
kullanici hesabi ellerinde oldugu icin bilgilerle cookie yaratıp hizlica cekiyolardir,0
aslinda ts ama tsyi anlamayacagin icin oncesinde js daha verimli olur,0
şu soruya cevap verecek yok mu ya böyle en hard en advanced python konuları nelerdir senyorun senyoru olmak için neleri öğrenmek lazım,0
herkese merhaba yandex mail server ücretli olmuş aynı kalitede ücretsiz bi mail servis var mı bildiğiniz,0
bu gaunun sistemi mi,0
şu random randintin oluşturduğu sayıyı,0
hatalı kod sandm yapay zekaya attım,0
bilgisayar programcılığı okuyorum şuan staj yapıyorum da staj defteri dolduracagim ama ne yazacağimi bilmiyorum bana yardımcı olabilir misiniz lütfen,0
stajda yaptıklarını yazacaksın yav bu nasıl soru d,0
freelancer olarak iş yapmak isteyip de müşteri potansiyeline erişimde güçlük çeken kişiler bana bilgi geçebilirler,0
onu ben de biliyorum da stajda her gün bir şey yapmıyoruz mesela bugün bomboş geçti onun için sordum ben de,0
kemalcan ama madem python la ilgileneceksin,0
ayrıca blockchaine başlamami önerebilir misiniz,0
onları biliyoz bana daha sağlam şeyler lazım,0
sen burda ne ariyon la kanka numan önatda gormustum seni,0
bi kere çaldı ama açılmadı,0
aliexpress in api si var mı bilgisi olan varmıdır,0
izleme imkanin olan videolar ise evet,0
null değil işte,0
arkadaşlar site klonlamayla ilgili bilgisi olan kim var,0
durdurulması ve siparişin gelmemesi ve para istememesi için ne yapıla bilirr baya sipariş geliyor ama çok para istiyor ve para kazandıkça yeni bir görev geliyor para ödedik ve istiyoruz ki artık vermesin görev siparişi gönderip paramızı alalım bitsin,0
fore front ile kullanabilirsin günlük hakkin var diye biliyorum,0
codingniter oğrenebilecegim bir yer var mı,0
fake belgeler yapılır sertifika reçete kimlik onur teşekkür takdir fake mesajlaşma wp tg,0
berber,0
şaşırdım ama emin ol diğerleri daha çok zam yapar boşuna millenicoma geçme,0
altyapısız ise magnet al,0
pc tamir işinde yapıyorum,0
yeterlilik olarak neden cinsiyet belirttiniz saka mi d,0
şirket arapmış çünkü,0
flexboxu biraz kurcalayın hocam,0
css dosyasını bilmiyorum hazır kütüphane olduğu için,0
react da html kullanıyor ki,0
asp net mvc ile tasarlayabilirsin,0
arkadaşlar kendimce bilimle alakalı paylaşımlar yapmak için açtığım instagram hesabım destek olursanız çok mutlu olurum,0
btk akademi var,0
arkadaşlar amp uyumlu wordpress teması nasıl yapabilirim bilen var mı,0
o direkt ona özel öğretecek kişi arıyor,0
bende bi ara onu düşündüm yapabilirsen iyi olur soru sorulmuşsa eğer cevapları göstetebilirsin,0
bu cihaz kaldırmaz bence o kadar veriyi çok zor işler,0
youtube abone izlenme beğenme scripti alınacaktır sağlam script lazım elinde olan ulaşsın,0
arkadaşlar localhosta script kurabilirmiyiz,0
iyi akşamlar bilgisayar mühendisliğinde java gördüğümüz bir ders var mıdır yıla giricem hangi ders adı altında java programlama öğretiliyor bilgisi olan var mıdır,0
next,0
kaynak acisindan reac ve next ile yarisamaz ama,0
antalya da bilgisayar mühendisliği okuyan varsa ulaşabilir mi alküde,0
siber güvenlik için yol haritası varmı varsa ne önerirsiniz,0
telegram botu varda,0
merhabalar bir şey sormak istiyorum gerçek zamanlı nesne tespiti uygulaması düşünün burada embedded bir sistemde çalışıldığı için efficientdet lite modeli kullanılıyor model hareketli nesneleri kolay algılarken sabit şekilde olan nesneleri algılarken güçlük çekiyor bu konuda modeli değiştirme dışında boyut arttırmadan neler yapılabilir,0
gpt yazıyor ama kodlarda hata oluyor çalışmıyor düzgün,0
lütfen yardımcı olun listeyi sat içinde düzenlemem lazm ama aşırı karışık,0
tabii ki size aşağıda belirtilen birkaç python tabanlı proje öneriyorum ancak unutmayın ki projelerin başarısı ve para kazanma potansiyeli pazara ve uygulamanın ne kadar iyi yapıldığına bağlıdır yukarıdakileri göz önünde bulundurarak işte birkaç önerim web scraping hizmetleri python web scraping için mükemmel bir araçtır çünkü beautiful soup ve scrapy gibi birçok kütüphanesi vardır freelance sitelerinde ve çeşitli iş platfomlarında çeşitli işler görebilirsiniz veri analizi hizmetleri python veri bilimi ve analitik dünyasında oldukça popülerdir pandas numpy ve matplotlib gibi kütüphaneler kullanarak karmaşık verilere anlam kazandırabilirsiniz bu hizmetler de birçok organizasyon için değerlidir makine öğrenmesi veya aı projeleri python tensorflow ve pytorch gibi birçok kütüphanesi ile makine öğrenmesi ve yapay zeka projeleri için mükemmel bir dildir bir aı hizmetini geliştirebilir ve yazılımı bir saas hizmet olarak yazılım ürünü olarak satabilirsiniz otomasyon araçlarının geliştirilmesi python otomasyon için çok güçlü bir araçtır selenium gibi kütüphaneler web sitelerinde otomatik interaksiyonlar sağlar bu gibi araçlar işletmelerin belirli görevleri otomatikleştirmesi için çok değerlidir apı geliştirme python restful apı lerin hızlı ve verimli bir şekilde geliştirilmesini kolaylaştıran flask ve django gibi frameworkler ile birlikte gelir geliştirilen bu apı ler çeşitli organizasyonlara satılabilir veya kullanıma açılarak bu konudaki talepler karşılanabilir bunlar sadece birkaç örnek python dilini kullanarak ticari olarak kullanılabilir birçok proje geliştirebilirsiniz başarı doğru fırsatları belirlemek çözüm üretmek ve pazara etkin bir şekilde sürmekle belirlenir iyi şanslar,0
abi acemiyim de ben veri çeşitliliğini arttırmadan kasıt fine tuning yapmak mı,0
thena net maui tutar mi,0
acik kaynak kodlu bilgisayar destekli komunizm seklinde bir yonetim bicimi tasarlarmisin thena,0
ben talibim diyor bu arada,0
bir grupa otomatik mesaj gönderecek bot var mi bildiniz,0
değerli yazılımcı arkadaşlar amasya üniversitesi internet ve ağ teknolojileri bölümü mezunuyum ve şu an bir döküm fabrikada kantar bölümünde çalışıyorum,0
bu ürünleri tek tek döküm koduna ve stok koduna bakmak yerine resim olarak bir telefon uygulaması yaparak resmini çeksek ve o ürünün bütün özelliklerini bize gösteren bir uygulama yapılabilir mi,0
havuz sistemi kullanıyor hepsi yani karşı taraf uygulamaya üye olmadıysa gözükmez,0
ben discord botu yapmak istiyorum,0
visual studio code olabilir,0
eyw reis,0
kolay gelsin kanka,0
botlar ın son görülme son aktiflik bilgisi oluyor mu telegramda yada bot diye yazmıyor mu,0
shop yapabileceğim güzel bi uygulama bilen var mı,0
dm den yazdım,0
mantikli takipcinin hesabini ele gecirdiginden ordan goruyor fotolari,0
pytorch ile ilgilenen arkadaşlara bir sorum olacak opencv için gpu olayini hallettim ekrana ekran kartimin özelliklerini yazdirabiliyorum ama pytorch a sorduğumda cuda aktif değil diyor,0
arkadaşlar bilgisayar da ne kadar internet harcadığımı göstercek bi uyugulama varmı,0
ücretsiz udemy eğitimleri belki bazı arkadaşların işine yarayabilir,0
arkadaşlar bir internet sitesi kurmak isteseniz ne üzerine kurardınız,0
küçük yerlerde tasarımıda sen yaparsın,0
ama yani bunun için şirketlerde ayrıca tasarımcı olmuyor mu,0
film veya video izlerken bazen bilgisayarım donuyor ve hangi tuşa basarsam basayım bir tepki vermiyor kapatma tuşuna basılı tutup kapatıp tekrar açıyorum bu sorunu nasıl çözebilirim,0
garajtayfa yıldız teknik üniversitesi en başarılı ekibi,0
hocam ekran kartı resetleme diye bişey vardı tuş kombinasyonu onu yaparsan düzeliyor o,0
selam arkadaşlar django projesini digital ocean app platform a yükleme ile ilgili bir udemy kursu çektim süresi dk dil ingilizce bu grup üyelerine özel ücretsiz kupon vermek istiyorum grup kurallarına aykırı mıdır,0
googledaki çözümler işe yaradı mı,0
ban reklam,0
işte müzik video konuşma sesi yok neyden olabilir sizce elim acaba yanlış bir şeyemi vurdu noldu,0
önemli değil başka sorun olursa ulaşabilirisn kardeşim,0
zaten mobil uygulama geliştrimeyi düşünüyorsan macbook zorunluluktur,0
victusu bine alıyorum ama alırsam,0
zenginim diyorsan sıkıntı yok istersen ilk yıl hesap makinesi kullan bizler genelde bilgisyar alır sene kullanırız,0
algoritma ve programlama temelleri kısmındayım,0
tüm adobe var crack icinde,0
hocam bana exploit database lazim,0
arkadaslar c den sonra hangi dili öğrenmeliyim,0
hocam debbuger,0
yapmiyon,0
ılginc,0
kablo yüzünden kuramamışım sanırım kuruulum başarılı diyor ama uninstall denediğimde device not found diyor,0
cüzi bir miktar gerekir crack istemiyorsan,0
bı yerde emek verip tema kuran var bı yerde hazır temayı en dip fiyata satan var bu tür insanların kendisine faydası yok başkasına mi olcak her malın piyasası vardır piyasaya göre hareket edilmek zorundadır,0
size yemin ederim allah kur an çarpsın ki ben öğrenciyim ve gerçekten o kitabı ihtiyacım var size belgelerimi de atabilirim gerçekten ben bir öğrenciyim size yemin ederim ihtiyacım var o kitaba,0
prompt öner pls,0
senin anlattığın kod bu,0
arkadaşlar wordpress varken html css js öğrenmek mantıklımı,0
yok kanka estagfurallah böyle sorun çözerek bizde gelişiriz,0
chatgpt kullanmak için almamız mı gerekiyor ben soru sorduğumda cevaplamıyor nedeni ne olabilir biliyor musun,0
windows bilgisayar kullanan ile arayı açar kanlı bıçaklı olurum yıdlrı babamla konuşmuyom windows kullanıyo diye,0
